1	-0.0029	0.0015	-0.0029	0.0015
2	-0.0041	0.0009	17.0426	-2.0259
11	0.0035	0.0063	-0.6222	42.4432
12	0.0042	0.0021	3.5593	42.3938
13	0.0042	0.0016	8.0967	42.3769
14	0.0047	0.0012	12.6842	42.3905
15	0.0042	-0.0002	17.3234	42.4439
21	0.004	-0.0003	-0.6705	42.2221
25	0.0054	0.0009	17.2936	42.4502
32	0.0023	-0.0041	3.0325	42.2317
33	0.0043	0.0018	7.8512	42.2223
34	0.0004	-0.0046	11.1385	42.2382
100	-0.0002	0.0014	-0.3194	23.826
